index,month,prcp
191,2016-12-01,193.2183908045977
192,2017-01-01,192.14022988505747
193,2017-02-01,178.53584117032392
194,2017-03-01,136.57045454545454
195,2017-04-01,86.79090909090908
196,2017-05-01,58.40227272727273
197,2017-06-01,12.334065372829418
198,2017-07-01,0.24938826466916356
199,2017-08-01,22.61777777777778
200,2017-09-01,14.723076923076924
201,2017-10-01,101.82118171683389
202,2017-11-01,219.44301075268817
203,2017-12-01,220.36989247311828
204,2018-01-01,326.6670735047984
205,2018-02-01,320.2612760661114
206,2018-03-01,258.30505974607917
207,2018-04-01,86.06696193403914
208,2018-05-01,34.20181818181818
209,2018-06-01,14.514545454545454
210,2018-07-01,2.6654545454545455
211,2018-08-01,31.913791973791973
212,2018-09-01,84.4793758043758
213,2018-10-01,173.2107142857143
214,2018-11-01,247.56428571428572
215,2018-12-01,166.23214285714286
216,2019-01-01,130.26964285714286
217,2019-02-01,192.02054361567636
218,2019-03-01,182.51693836360815
219,2019-04-01,117.59649122807018
220,2019-05-01,51.239847444698704
221,2019-06-01,8.241739130434782
222,2019-07-01,17.104347826086958
223,2019-08-01,5.493913043478261
224,2019-09-01,27.135652173913044
225,2019-10-01,79.70782608695652
226,2019-11-01,119.85391304347826
227,2019-12-01,191.1321739130435
228,2020-01-01,316.9035087719298
229,2020-02-01,289.8228070175439
230,2020-03-01,227.17543859649123
231,2020-04-01,184.52456140350876
232,2020-05-01,148.89122807017543
233,2020-06-01,115.36842105263158
234,2020-07-01,110.99298245614034
235,2020-08-01,68.12280701754386
236,2020-09-01,29.405263157894737
237,2020-10-01,83.20877192982456
238,2020-11-01,76.66315789473684
239,2020-12-01,131.3438596491228
